player_name,team_name,position,defensive_runs_saved,framing_runs_saved,pitches_framed,stolen_base_runs,pickoff_runs,throwing_runs,blocking_runs,infield_gb_runs,bunt_runs,double_play_runs_start,double_play_runs_pivot,infield_fb_runs,outfield_fb_runs,outfield_arm_runs
Justin Ruiz,High Point,C,3.77,2.12,688,0.75,0,0.75,0.73,0.1,0.07,0,-0.01,0,0,0
RJ Rickabaugh,Richmond,C,3.77,3.14,640,0.66,0.56,1.22,-0.72,0.13,0.02,0,-0.02,0,0,0
Jacob Jarrell,Clemson,C,3.76,0.55,837,0.25,0.88,1.13,3.01,-0.33,-0.61,0,0,0.01,0,0
Ethan Swidler,Washington,C,3.67,1.22,801,-0.08,0,-0.08,2.62,0,0.32,0,-0.03,-0.38,0,0
Blake Herman,Canisius,C,3.67,3.12,189,0.09,0,0.09,0.43,0.03,0,0,-0.01,0.01,0,0
Matthew Delgado,Iowa,C,3.6,2.62,298,0.07,0,0.07,0.86,0.22,-0.16,0,0,0,0,0
Jhett Creel,Stephen F. Austin,C,3.59,-0.34,662,-0.52,0.31,-0.21,3.69,0.31,0.14,0,0,0,0,0
Kevin Milewski,Mississippi State,C,3.59,-1.8,956,0.18,0.56,0.74,4.66,0,0,0,0,0,0,0
Diego Pena,Western Michigan,C,3.57,2.82,170,-0.39,0,-0.39,1.87,0,-0.72,0,-0.01,0,0,0
Sean White,Georgia Southern,C,3.55,1.28,501,0.57,0,0.57,0.79,0.14,0.77,0,0,0,0,0
Ayden Garcia,UNLV,C,3.54,-0.6,587,-0.06,1.33,1.27,2.11,0.04,0.74,0,-0.01,0,0,0
Connor Capece,Creighton,C,3.52,1.14,1060,0.92,0,0.92,2.26,-0.54,-0.22,-0.02,-0.02,0,0,0
AJ Goytia,Texas Tech,C,3.51,1.39,178,0.08,0,0.08,1.99,0.09,0,0,-0.03,0,0,0
Gunnar Johnson,Boston College,C,3.51,-0.99,732,0.45,0.48,0.93,3.32,0.26,0,-0.01,0,0,0,0
Zack Ramppen,San Francisco,C,3.51,-2.54,784,0.69,0.68,1.37,4.24,0.18,0.25,0,0,0,0,0
Xavier Rios,Cal State Northridge,C,3.48,2.88,380,-0.43,0.82,0.39,0.21,0,0,0,0,0,0,0
Colin Brown,Holy Cross,C,3.48,0.78,611,0.04,0,0.04,3.01,-0.7,0.35,0,0,0,0,0
Coen Niclai,Arizona State,C,0.52,-2.58,400,-0.05,0.79,0.74,2.29,0.12,0,0,-0.05,0,0,0
Mace Wheeler,Santa Clara,C,3.46,2.49,305,-0.19,-0.11,-0.3,1.4,0,-0.13,0,0,0.01,0,0
Shea McGahan,Kansas State,C,3.45,0.36,301,0.3,0,0.3,2.39,0.13,0.27,0,0,0,0,0
Jacob McKenzie,Southern Illinois,C,3.45,2.61,337,0.32,0,0.32,0.36,0.07,0.1,-0.01,0,0,0,0
Max Burt,Iowa,C,3.43,0.53,513,-0.06,1.28,1.22,2.27,0.09,-0.67,0,-0.01,0,0,0
Cooper Romich,Le Moyne,C,3.39,1.23,473,-1.32,0.48,-0.84,2.81,0.05,0,0,0.14,0,0,0
Clayton Pourciau,Nicholls,C,3.33,1.24,260,0.14,0.29,0.43,1.41,0.26,0,0,-0.01,0,0,0
Keaton Cottam,Austin Peay,C,3.29,1.96,268,-0.29,0.52,0.23,1.11,0,0,0,-0.01,0,0,0
Ian Nguyen,Western Kentucky,C,3.22,1.29,349,0.13,0,0.13,1.67,0,0.14,0,-0.01,0,0,0
Will Howard,Navy,C,3.22,1.41,703,0.56,0,0.56,1.39,-0.13,0,0,0,0,0,0
Andrew Raymond,Mississippi State,C,3.18,1.68,300,-0.13,0,-0.13,1.63,0,0,0,0,0,0,0
Mason Eckelman,Ohio State,C,3.18,-1.05,834,-0.02,-0.48,-0.5,3.83,0.56,0.45,-0.04,-0.08,0,0,0
Brady Gray,Abilene Christian,C,3.15,1.42,773,-1.27,0.48,-0.79,2.59,0.11,-0.18,0,0,0,0,0
Eli Riley,Valparaiso,C,3.13,-1.66,1029,0.96,1.12,2.08,1.76,0,0.86,0,0.09,0,0,0
Cooper Clouser,Arizona State,C,-0.25,-0.36,14,0.11,0,0.11,0,0,0,0,0,0,0,0
Jack Espiritu-Niswonger,Dartmouth,C,3.1,1.69,248,-0.35,0.61,0.26,0.97,0.1,0.07,0,0,0,0,0
Connor Tallakson,UNLV,C,3.09,2.51,212,-0.45,0,-0.45,1.03,0,0,0,0,0,0,0
Anthony Runfola,Duke,C,0.05,-0.53,47,0.17,0,0.17,0.39,0,0,0,0,0.01,0,0
Boone Shevey,Eastern Kentucky,C,2.96,1.66,474,0.41,0.42,0.83,0.59,0,-0.13,0,0,0.01,0,0
Nico Libed,UC Santa Barbara,C,2.95,0.85,310,-0.07,0.88,0.81,1.16,0.06,0.09,0,-0.01,0,0,0
Luke Jones,South Dakota State,C,2.92,0.87,409,0.14,-0.82,-0.68,3.41,-0.24,-0.43,0,0,0,0,0
Xavier Farnum,Southern Illinois,C,2.91,0.98,208,0.03,0.86,0.89,1.01,0.04,0,-0.01,0,0,0,0
Cider Canon,Duke,C,1.18,0.65,179,-0.02,0,-0.02,0.48,0,0.09,0,-0.03,0,0,0
Cam Papetti,Bryant,C,2.89,1.16,464,0.07,-0.4,-0.33,3.67,0,-1.59,0,-0.02,0.01,0,0
Gunnar Duncan,Butler,C,2.88,-0.87,482,0.5,1.13,1.63,2.06,0,0.07,0,0,0,0,0
Matthew Strand,Duke,C,-15.49,-16.41,1159,-2.71,0,-2.71,3.64,0,-0.02,0,0,0,0,0
Matt Arnold,Saint Louis,C,2.8,1.33,249,0.42,0,0.42,1.05,0,0,0,0,0,0,0
Derek Martinez,Arkansas State,C,2.78,2.01,151,-0.04,0,-0.04,0.25,0,0.55,0,0,0,0,0
John Lawson,Prairie View,C,2.77,1.69,598,-0.54,0,-0.54,2.99,0,-1.32,0,-0.05,0,0,0
Jaime Perez,Grand Canyon,C,2.71,0.41,599,0.21,-0.08,0.13,3.91,-0.56,-0.4,0,-0.02,-0.76,0,0
Casey Shipley,Central Arkansas,C,2.71,1.91,94,0.06,0,0.06,0.74,0,0,0,0,0,0,0
Shawn Romero,Pepperdine,C,2.68,0.92,374,-0.58,0,-0.58,2.34,0,0,0,0,0,0,0
Dom Cafferillo,Georgetown,C,2.67,3.02,285,-0.1,0.56,0.46,-0.61,-0.2,0,0,0,0,0,0
Cole Manuel,Arkansas State,C,2.65,0.61,214,0.18,0,0.18,1.03,0.12,0.62,-0.02,0.12,0,0,0
Cade Norton,Winthrop,C,2.65,0.99,522,0.07,1.44,1.51,0.38,0.15,-0.36,0,-0.01,0,0,0
Tyler Lang,USC Upstate,C,2.63,-1.14,934,-0.37,0,-0.37,3.95,0.13,0.07,0,0,0,0,0
Wailele Kane-Yates,Oral Roberts,C,2.58,1.23,842,-0.42,0.06,-0.36,1.2,0.05,0.47,0,0,0,0,0
Nate Sterling,Elon,C,2.55,3,522,-0.22,0.32,0.1,-0.64,0,0.09,0,0,0,0,0
Nolan Barry,Illinois State,C,2.52,1.02,529,-0.01,-0.26,-0.27,1.72,0.12,-0.07,0,0,0.01,0,0
Jordan Ortiz,Loyola Marymount,C,2.49,-3.3,594,0.18,2.54,2.72,2.52,0.51,0.07,0,-0.03,0,0,0
Nelson Grajales,Coppin State,C,2.47,1.01,361,-1.88,0.52,-1.36,2.76,0.09,0,0,-0.02,0,0,0
Ben Barrow,James Madison,C,2.41,0.46,380,-0.07,0,-0.07,1.93,0,0.09,0,0,0,0,0
Jacob Cortez,Sacramento State,C,2.4,0.71,447,-0.06,0,-0.06,1.07,-0.57,1.63,0,0,-0.38,0,0
Sebastian Huerta,Northwestern State,C,2.39,1.03,540,0.18,0,0.18,0.69,0,0.42,0,0.07,0,0,0
Dylan Winebrenner,Richmond,C,2.39,0.26,523,1.13,1.19,2.32,-0.16,0,-0.01,0,-0.01,0,0,0
Jack Quinlan,Army,C,2.39,-2.18,810,-0.05,0.42,0.37,5.9,-0.18,-1.5,0,-0.02,0,0,0
Dylan Shepherd,Ohio,C,2.38,1.27,143,-0.13,0,-0.13,1.24,0,0,0,0,0,0,0
Tyler Redden,Stonehill,C,2.36,2.32,178,-0.13,-0.28,-0.41,0.44,0,0,0,0,0,0,0
Brendan McLoughlin,Wagner,C,2.35,1.77,761,0.13,-0.11,0.02,0.96,-0.19,-0.21,0,-0.01,0,0,0
DeVante Wells,Alabama A&M,C,2.33,3.94,313,-0.07,0.88,0.81,-1.44,0.13,-1.1,0,-0.02,0.01,0,0
Eddie Marshall,Samford,C,2.33,1.5,371,-0.28,0,-0.28,1.03,0,0.08,0,0,0,0,0
Jon Embury,FGCU,C,2.33,-2.97,902,0.5,1.33,1.83,2.64,0,0.83,0,0,0,0,0
Jackson Hugus,Miami,C,2.32,2.07,61,-0.05,0,-0.05,0.31,0,0,0,0,0,0,0
Tyler Horner,Seattle,C,2.31,1.13,434,-0.16,0,-0.16,1.65,-0.32,-0.01,0,0,0.01,0,0
Sam Hunt,Minnesota,C,2.31,1.52,302,0.03,0,0.03,0.71,0.05,0,0,0,0,0,0
Blaise Priester,Southeastern Louisiana,C,2.31,-1.14,1024,0.9,-0.21,0.69,2.66,0.1,0,0,0,0,0,0
Preston Armstrong,Seattle,C,2.29,1.46,128,0.28,0,0.28,0.55,0,0,0,0,0,0,0
Gabe Gonzalez,Mercer,C,2.26,2.41,166,-0.05,0,-0.05,-0.1,0,0,0,0,0,0,0
Bennett Edwards,Georgia Southern,C,2.24,2.85,705,-0.55,0,-0.55,1.17,0,-1.2,0,-0.02,0,0,0
Jack Bilski,Little Rock,C,2.22,0.68,351,-0.11,0.6,0.49,1.67,0.05,-0.67,0,0,0,0,0
Ryan Dillon,Cornell,C,2.21,2.33,212,-0.89,0,-0.89,0.77,0,0,0,0,0,0,0
Noah Thein,Washington State,C,2.2,-1.17,401,0.06,0.71,0.77,2.16,0.3,0.18,0,-0.04,0,0,0
Hunter Carns,Florida State,C,3.47,2.19,737,-0.03,0,-0.03,1.4,0.05,-0.14,0,0,0.01,0,0
Levi Clark,Tennessee,C,2.18,0.27,285,0.01,0,0.01,2.07,0.06,-0.22,0,0,0,0,0
Juliomar Campos,Missouri,C,2.15,1.5,198,0.07,0,0.07,0.58,0,0,0,0,0,0,0
Jake Wagoner,Lamar,C,2.15,1.67,692,-0.03,-0.4,-0.43,1.53,0,-0.6,0,-0.02,0,0,0
Conner Stewart,Long Beach State,C,2.13,-0.17,421,0.35,0.45,0.8,1.49,0,0,0,0,0,0,0
Ian Wirtz,Lehigh,C,2.13,3.38,360,-0.11,0,-0.11,-1.13,0,0,0,-0.01,0,0,0
Lucas Grantham,Georgia State,C,2.12,1.91,494,-0.1,-0.89,-0.99,1.1,0.11,0,-0.01,0,0,0,0
Evan Gentil,UC Davis,C,2.11,0.25,336,0.37,0.14,0.51,1.38,0,0,0,-0.02,0,0,0
Kyle Hvidsten,Liberty,C,2.1,-4.56,1059,0.73,0.32,1.05,3.51,0.1,2.03,-0.01,-0.02,0,0,0
Nicholas Jackson Jr.,Grambling,C,2.1,1.49,83,-0.15,0,-0.15,0.27,0.07,0.42,0,0,0,0,0
Max Price,UAB,C,2.07,-1.08,474,0.01,0,0.01,3.6,0,-0.45,0,-0.02,0.01,0,0
Kaden Frommelt,Florida State,C,0.05,0.12,26,0,0,0,-0.07,0,0,0,0,0,0,0
Max Berrisford,St. Thomas (MN),C,2.05,0.82,453,-0.48,0,-0.48,3.24,0,-1.49,0,-0.04,0,0,0
Zeke Minic,Northern Colorado,C,2.04,1.37,406,-0.66,0,-0.66,1.53,-0.3,0.1,0,0,0,0,0
Nick Quagliato,Fairleigh Dickinson,C,2.01,1.22,605,-0.35,-0.97,-1.32,2.48,0.08,0.21,0,0.1,-0.76,0,0
Chone James,Mississippi State,C,2.01,1.8,244,-0.07,0.7,0.63,-0.39,0,0,0,-0.03,0,0,0
Bennett Freiter,North Dakota State,C,2,0.29,591,0.04,0,0.04,1.9,0,-0.22,0,-0.01,0,0,0
Jack McCarthy,George Mason,C,1.99,1.7,233,-0.01,0,-0.01,0.29,0,0,0,0,0,0,0
Kanoa Morisaki,CSU Bakersfield,C,1.99,-5.43,865,0.34,0.89,1.23,5.54,0.08,0.58,-0.01,-0.02,0,0,0
Alex Levesque,Radford,C,1.98,1.31,387,0.99,-0.31,0.68,-0.04,0.03,0,0,0,0,0,0
Griffen Sotomayor,Fresno State,C,1.98,1.45,130,0.02,0,0.02,0.44,0.03,0.08,0,-0.02,0,0,0
Creed Erdos,West Virginia,C,1.95,1.05,68,-0.05,0,-0.05,0.95,0,0,0,0,0,0,0
Zach Greenberg,Winthrop,C,1.93,1.97,260,0.05,0.59,0.64,-0.59,-0.2,0,0,0.11,0,0,0
Jackson Thompson,Campbell,C,1.93,-0.09,398,0.54,0,0.54,1.46,0,0.02,0,0,0,0,0
Cale Stricklin,Charlotte,C,1.91,-2.73,1125,-0.17,0.16,-0.01,4.33,0.25,0.1,0,-0.02,0,0,0
Trent Grindlinger,Tennessee,C,1.9,1.82,77,0.06,0,0.06,0.02,0,0,0,0,0,0,0
Jack Slater,Old Dominion,C,1.87,1.33,126,-0.03,0,-0.03,0.78,0,-0.21,0,0,0,0,0
Aidan Schuck,Oakland,C,1.86,-4.17,677,0.09,0.6,0.69,3.14,0.13,2.05,0,0,0.01,0,0
Matt Conte,Wake Forest,C,1.86,-0.7,762,-0.24,0.56,0.32,2.11,0,0.15,0,-0.03,0,0,0
Howie Rickett,UNC Wilmington,C,1.83,-0.58,696,0.71,0,0.71,1.61,0,0,0,0.09,0,0,0
Anthony Gonzalez,Stetson,C,1.83,-0.38,353,-0.1,-0.09,-0.19,1.97,0.21,0.22,0,0,0,0,0
Qwynn Ahearn,Penn,C,1.82,1.87,173,0.02,0,0.02,-0.21,0.14,0,0,0,0,0,0
Ty DePerno,Navy,C,1.8,0.46,174,0.23,0,0.23,1.11,0,0,0,0,0,0,0
Braize Mitchell,Iona,C,1.79,0.15,353,0.2,-0.9,-0.7,2.34,0,-0.01,0,0,0,0,0
Nathan Cmeyla,Florida State,C,3.13,0.76,531,-0.11,0,-0.11,2.37,0.11,0,-0.01,0,0,0,0
Brandon Chang,Brown,C,1.77,1.64,45,0.29,0,0.29,-0.16,0,0,0,0,0,0,0
Derek Houston,Utah Valley,C,1.76,0.91,444,0.11,-0.72,-0.61,1.48,0,0,0,-0.02,0,0,0
Ryland Duson,Prairie View,C,1.76,0.53,43,-0.04,0,-0.04,1.34,0,0,0,-0.07,0,0,0
Sadir Ryan,Southern,C,1.76,1.07,50,-0.1,0,-0.1,0.79,0,0,0,0,0,0,0
Jabe Boroff,Troy,C,1.75,0.34,180,-0.08,0.52,0.44,1.22,-0.24,0,0,0,0,0,0
Vincent Duffy,Seton Hall,C,1.74,0.97,321,-0.54,0,-0.54,1.2,0,0,0,0.1,0,0,0
Austin Munguia,Texas State,C,1.74,1.98,361,-0.12,0,-0.12,-0.17,0,0.04,0,0,0,0,0
Mason Ault,East Tennessee State,C,1.73,-0.71,577,0.18,-0.59,-0.41,3.33,0.05,-0.62,0,0.1,0,0,0
Gage McCown,Cal State Northridge,C,1.73,0.72,52,0,0,0,1.01,0,0,0,0,0,0,0
Carter Geffre,Iowa,C,1.73,1.58,239,0.57,0,0.57,-0.29,0,-0.11,0,-0.01,0,0,0
Matthew Mainord,Oral Roberts,C,1.7,0.91,387,0.22,0,0.22,0.64,0.1,-0.17,0,0,0,0,0
Matteo Mendoza,San Jose State,C,1.7,2.59,453,-0.09,0,-0.09,-0.85,0,0.04,0,0,0,0,0
Matt Deutsch,Saint Louis,C,1.7,-0.21,453,-0.51,0,-0.51,2.27,0.05,0,0,0.11,0,0,0
Jayden Novak,La Salle,C,1.68,1.21,978,0.51,-0.13,0.38,0.88,-0.7,-0.2,0,0.07,0.02,0,0
Nolan Belcher,Kent State,C,1.68,1.96,120,0.06,0,0.06,-0.44,0,0.1,0,0,0,0,0
Antonio Cordeiro,St. Bonaventure,C,1.67,-1.13,798,0.98,0.56,1.54,2.12,0,-0.95,0,0.1,0,0,0
Tucker Moore,Liberty,C,1.64,0.39,316,0.09,0,0.09,1.18,0,0,0,-0.02,0,0,0
Ridge Erickson,BYU,C,1.62,-1.11,760,1.01,0.14,1.15,1.52,0.04,0.02,0,0,0,0,0
Zacarias Salinas,Prairie View,C,1.56,1.09,46,0.07,0,0.07,0.4,0,0,0,0,0,0,0
JP Kuczik,Fairfield,C,1.56,0.02,806,0.01,0,0.01,2.19,-0.72,0.06,0,0,0,0,0
Caden Reeves,Troy,C,1.54,1,157,-0.15,0,-0.15,0.7,0,0,0,0,0,0,0
Joe Montembeau,Princeton,C,1.54,0.04,91,-0.1,0.77,0.67,0.84,0,0,0,0,0,0,0
Will Plattner,Alabama,C,1.54,0.68,73,-0.14,0.32,0.18,0.68,0,0,0,0,0,0,0
Ben Clark,Oakland,C,1.53,0.5,203,0.24,0.92,1.16,-0.13,0,0,0,0,0,0,0
Bronson Taylor,UMES,C,1.53,0.27,37,0.06,0,0.06,1.2,0,0,0,0,0,0,0
Andrew Heppner,Binghamton,C,1.53,1.9,134,-0.09,0,-0.09,-0.28,0,0,0,0,0,0,0
Ty Lagoni,Bucknell,C,1.51,1.44,111,0.29,0,0.29,-0.22,0,0,0,0,0,0,0
Collin Reuter,Ole Miss,C,1.5,1.59,194,-0.5,0,-0.5,0.4,0,0,0,0,0,0,0
Theo Kummer,Lamar,C,1.49,0.69,428,-0.19,-0.14,-0.33,1.36,0,-0.23,0,0,0,0,0
Wes Baker,Sam Houston State,C,1.48,-3.08,831,-0.16,0.31,0.15,4.89,-0.13,-0.36,0,0,0.01,0,0
Cade Martin,Little Rock,C,1.45,0.17,470,-0.04,-0.73,-0.77,3.06,0,-0.99,0,-0.02,0,0,0
Hayden Gustavson,Louisiana Tech,C,1.43,0.39,202,0.31,0,0.31,0.74,0,-0.01,0,0,0,0,0
Louis Percival,Siena,C,1.36,0.53,248,-0.77,0,-0.77,1.73,0,-0.11,0,-0.01,0,0,0
Trevor Conley,Austin Peay,C,1.35,-3.14,903,1.04,0,1.04,3.29,0.2,0.04,-0.04,-0.04,0,0,0
Tyler Huzzy,NJIT,C,1.35,1.07,63,0.01,0,0.01,0.1,0,0.18,0,-0.01,0,0,0
Logan Terry,Nicholls,C,1.34,-3.73,622,0.83,1.15,1.98,2.89,0,0,0,0.2,0,0,0
Carson Raether,Miami (OH),C,1.29,-1.87,722,0.81,0.56,1.37,1.71,0.28,-0.18,0,-0.02,0,0,0
Nic Goodwin,Youngstown State,C,1.28,0.12,308,-0.46,0,-0.46,2.39,0,-0.75,0,-0.02,0,0,0
Jaxon Schumacher,Bradley,C,1.27,0.31,1038,-0.37,-0.64,-1.01,1.17,-0.15,0.78,0,0.16,0,0,0
Fletcher Waterman,Holy Cross,C,1.27,1.01,18,0.06,0,0.06,0.2,0,0,0,0,0,0,0
Connor Pawlowski,Bellarmine,C,1.26,-1.66,304,0.78,0.88,1.66,1.01,0.08,0.18,0,0,0,0,0
Edward Yamin IV,LSU,C,1.26,0.91,34,0.11,0,0.11,0.21,0,0.06,0,-0.02,0,0,0
Garrison Bullock,Bucknell,C,1.25,0.04,19,0.11,0,0.11,1.1,0,0,0,0,0,0,0
Ethan Ho,UT Arlington,C,1.24,0.18,549,-0.32,0,-0.32,1.21,0,0.2,0,-0.03,0,0,0
Justin Summers,William & Mary,C,1.2,0.5,241,-0.35,0,-0.35,1.15,0,-0.09,0,0,0,0,0
Jamal George,Missouri,C,1.19,1.68,152,-0.04,0,-0.04,-0.54,0.1,0,0,0,0,0,0
Luca DiPaolo,Gonzaga,C,1.19,0.67,245,-0.16,0,-0.16,1.51,0,-0.82,0,-0.02,0,0,0
Preston Lucas,USC Upstate,C,1.19,-0.2,348,-0.46,0,-0.46,1.76,0,0.09,0,0,0,0,0
Brayden Ricketts,Indiana,C,0.75,-1.01,254,0.24,0.88,1.12,0.63,0,0,0,0,0.01,0,0
Cross Yarborough,Charleston Southern,C,1.18,0.52,35,0,0,0,0.66,0,0,0,0,0,0,0
Hogan Denny,Indiana,C,1.11,0.7,314,0.08,-0.3,-0.22,0.61,0,0.02,0,0,0,0,0
JJ Parsons,UNC Greensboro,C,1.16,-0.12,213,-0.33,-0.26,-0.59,1.88,0,0,0,0,0,0,0
Connor Lane,Connecticut,C,1.14,0.63,106,-0.2,0,-0.2,0.49,0.03,0.2,0,0,0,0,0
Drake Bicknell,UC San Diego,C,1.14,1.12,138,0.06,0,0.06,0.6,0,-0.64,0,0,0,0,0
Logan Mock,Nicholls,C,1.13,1.75,166,-0.34,0,-0.34,-0.28,0,0,0,0,0,0,0
Dennis Gamester,San Jose State,C,1.13,0.24,96,0.12,0,0.12,0.59,0,0.17,0,0,0.01,0,0
Gavin Braland,South Carolina,C,1.12,0.97,31,-0.05,0,-0.05,0.07,0.13,0,0,0,0,0,0
TJ Schuyler,Indiana,C,-1.39,-2.8,588,0.43,-0.31,0.12,1.69,0.09,-0.1,-0.01,0,-0.38,0,0
Ray Jesse,Indiana State,C,1.11,-1.15,229,-0.19,0,-0.19,2.49,0,0,0,-0.04,0,0,0
Landon West,Rice,C,1.09,-0.56,147,-0.19,0.6,0.41,1.24,0,0,0,0,0,0,0
Garrett Wright,Tennessee,C,1.09,0.71,227,0.07,0,0.07,0.79,-0.48,0,0,0,0,0,0
Cal Sullivan,Southeast Missouri,C,1.09,0.51,17,0.17,0,0.17,0.41,0,0,0,0,0,0,0
Josh Cunnigan,Seattle,C,1.09,-0.16,553,0.42,0.92,1.34,0.95,-0.7,-0.32,-0.01,0,0,0,0
Brody Sexton,Omaha,C,1.07,0.03,432,-0.7,0,-0.7,1.85,-0.2,0.09,0,0,0.01,0,0
Cole Griffith,Georgia State,C,1.05,-0.69,570,0.06,0,0.06,1.29,0.1,0.19,-0.02,0.11,0.01,0,0
Andrew Taylor,UTRGV,C,1.03,0.59,122,-0.14,0,-0.14,0.58,0,0,0,0,0,0,0
Bryce Hubbard,Oregon State,C,1.03,0.93,28,-0.15,0,-0.15,0.25,0,0,0,0,0,0,0
Marcus Aranda,UL Monroe,C,1.03,0.9,256,-0.43,0,-0.43,0.56,0,0,0,0,0,0,0
Carson Cabbage,USF,C,1.03,0.66,68,-0.15,0,-0.15,0.52,0,0,0,0,0,0,0
Juan Santos,FGCU,C,1.02,-0.91,339,-0.38,0.13,-0.25,2.18,0,0,0,0,0,0,0
Bennett Shealor,Gardner-Webb,C,1.01,1.39,137,0.24,0,0.24,-0.61,0,0,0,-0.02,0.01,0,0
Sergio Guerra,Tarleton State,C,1.01,-0.01,700,0.44,0,0.44,1.03,0.15,-0.6,0,0,0.01,0,0
Tyler LeRoy,California,C,1.01,0.06,124,0.06,0.45,0.51,0.33,0.12,0,0,0,0,0,0
Mason Barela,Cornell,C,1.01,2.9,555,-1.02,-0.4,-1.42,0.51,0.1,-1.06,0,-0.02,0,0,0
Joel Collado,Rhode Island,C,1,1.01,58,-0.15,0,-0.15,0.14,0,0,0,0,0,0,0
Lucas Steele,Auburn,C,1,1.31,219,-0.03,0,-0.03,-0.24,0,-0.03,0,0,0,0,0
Aric Anderson,Rice,C,1,-0.64,388,0.15,0.54,0.69,1.17,-0.66,0.44,0,0,0,0,0
Atticus Huffstutler,Akron,C,1,0.77,39,-0.14,0,-0.14,0.38,0,0,0,0,0,0,0
Cole Stanford,Florida,C,0.99,0.4,322,0.14,0,0.14,0.35,0.03,0.06,0,0,0.01,0,0
Mason Kirk,Tarleton State,C,0.98,0.32,94,0.06,0,0.06,0.6,0,0,0,0,0,0,0
Jose Fichera,SIUE,C,0.98,-1,305,-0.04,0,-0.04,1.86,0,0.54,0,0,-0.38,0,0
Miguel Morales,Texas Southern,C,0.98,0.82,330,-0.32,-0.4,-0.72,0.57,0,0.29,0,0,0.02,0,0
Aidan Bardi,Maine,C,0.97,1.58,45,-0.1,0,-0.1,-0.51,0,0,0,0,0,0,0
Luke Szepek,Stony Brook,C,0.97,-0.24,311,-0.11,0,-0.11,1.23,0.1,0,0,-0.02,0.01,0,0
Demetri Bardatsos,Rider,C,0.97,1.3,89,0.01,0,0.01,-0.34,0,0,0,0,0,0,0
