config,book_group,line_bucket,tau,anchor,n_bets,roi_net_vig,sharpe,roi_2023,n_2023,roi_2024,n_2024,roi_2025,n_2025,roi_2026,n_2026
betrivers|high_ge6p5|tau0.1|pinnacle,betrivers,high_ge6p5,0.1,pinnacle,117,-0.05841,-0.06449,-0.19166,39,-0.00687,27,-0.09816,26,0.13516,25
unibet_us|mid_5p5|tau0.06|pinnacle,unibet_us,mid_5p5,0.06,pinnacle,87,-0.05887,-0.06085,-0.09746,66,0.06241,21,,0,,0
fanatics|high_ge6p5|tau0.02|book,fanatics,high_ge6p5,0.02,book,269,-0.05908,-0.06519,,0,,0,-0.07548,200,-0.01154,69
draftkings|mid_5p5|tau0.02|book,draftkings,mid_5p5,0.02,book,1552,-0.05916,-0.062,-0.08251,426,-0.03404,485,-0.01014,437,-0.17509,204
pointsbetus|all|tau0.02|pinnacle,pointsbetus,all,0.02,pinnacle,1468,-0.05932,-0.0634,-0.06901,1141,-0.0255,327,,0,,0
mybookieag|mid_5p5|tau0.1|book,mybookieag,mid_5p5,0.1,book,429,-0.06,-0.06352,-0.03159,114,-0.1022,187,0.1044,75,-0.20482,53
majors|high_ge6p5|tau0.06|pinnacle,majors,high_ge6p5,0.06,pinnacle,2582,-0.06053,-0.06539,-0.12766,805,0.01822,961,-0.08523,608,-0.09238,208
fanduel|high_ge6p5|tau0.06|pinnacle,fanduel,high_ge6p5,0.06,pinnacle,629,-0.06071,-0.06512,-0.12637,177,0.0282,208,-0.09531,174,-0.07287,70
bovada|high_ge6p5|tau0.06|pinnacle,bovada,high_ge6p5,0.06,pinnacle,595,-0.06072,-0.06512,-0.26236,92,0.0018,244,-0.04786,189,-0.04835,70
pointsbetus|high_ge6p5|tau0.1|pinnacle,pointsbetus,high_ge6p5,0.1,pinnacle,160,-0.06085,-0.06658,-0.11616,118,0.09454,42,,0,,0
pinnacle|mid_5p5|tau0.02|book,pinnacle,mid_5p5,0.02,book,1543,-0.06137,-0.06445,-0.11342,421,-0.07001,478,0.00294,436,-0.071,208
betmgm|high_ge6p5|tau0.04|book,betmgm,high_ge6p5,0.04,book,897,-0.06144,-0.0665,-0.11426,258,-0.00857,297,-0.08502,235,-0.02904,107
pinnacle|high_ge6p5|tau0.06|book,pinnacle,high_ge6p5,0.06,book,774,-0.06158,-0.06704,-0.11962,220,-0.00868,260,-0.06978,202,-0.0543,92
mybookieag|high_ge6p5|tau0.04|pinnacle,mybookieag,high_ge6p5,0.04,pinnacle,560,-0.06167,-0.06714,-0.10019,185,-0.00107,216,-0.09363,110,-0.11155,49
betonlineag|high_ge6p5|tau0.06|pinnacle,betonlineag,high_ge6p5,0.06,pinnacle,610,-0.06196,-0.06653,-0.17634,154,0.02641,213,-0.07572,188,-0.03691,55
mybookieag|all|tau0.06|pinnacle,mybookieag,all,0.06,pinnacle,2513,-0.06252,-0.06619,-0.08274,672,-0.05514,966,-0.05251,633,-0.06197,242
superbook|mid_5p5|tau0.1|pinnacle,superbook,mid_5p5,0.1,pinnacle,82,-0.06266,-0.06565,,0,-0.06266,82,,0,,0
williamhill_us|mid_5p5|tau0.1|book,williamhill_us,mid_5p5,0.1,book,406,-0.0628,-0.06639,-0.06128,166,-0.05693,202,-0.10069,38,,0
betonlineag|mid_5p5|tau0.02|pinnacle,betonlineag,mid_5p5,0.02,pinnacle,1224,-0.06284,-0.0659,-0.06944,283,-0.05879,425,-0.01561,387,-0.20338,129
majors|high_ge6p5|tau0.04|pinnacle,majors,high_ge6p5,0.04,pinnacle,2992,-0.0632,-0.06831,-0.08986,962,0.0111,1084,-0.11724,697,-0.13241,249
williamhill_us|low_le4p5|tau0.02|book,williamhill_us,low_le4p5,0.02,book,1885,-0.06334,-0.06721,-0.09038,684,-0.04555,993,-0.05932,208,,0
fanduel|mid_5p5|tau0.04|pinnacle,fanduel,mid_5p5,0.04,pinnacle,1076,-0.06373,-0.06663,-0.09849,291,-0.06973,343,0.02275,297,-0.15688,145
all|high_ge6p5|tau0.06|pinnacle,all,high_ge6p5,0.06,pinnacle,5841,-0.06382,-0.06917,-0.15215,1770,0.01516,2091,-0.07259,1444,-0.05654,536
pointsbetus|mid_5p5|tau0.02|book,pointsbetus,mid_5p5,0.02,book,497,-0.06416,-0.06804,-0.06094,375,-0.07405,122,,0,,0
soft|high_ge6p5|tau0.06|pinnacle,soft,high_ge6p5,0.06,pinnacle,5067,-0.06416,-0.06948,-0.15677,1550,0.01854,1831,-0.07305,1242,-0.05701,444
mybookieag|all|tau0.04|pinnacle,mybookieag,all,0.04,pinnacle,3046,-0.06428,-0.06809,-0.08244,840,-0.05663,1133,-0.05801,777,-0.05847,296
williamhill_us|low_le4p5|tau0.02|pinnacle,williamhill_us,low_le4p5,0.02,pinnacle,1839,-0.06434,-0.06823,-0.0852,667,-0.05658,971,-0.03258,201,,0
williamhill_us|all|tau0.02|book,williamhill_us,all,0.02,book,3558,-0.06462,-0.06919,-0.09944,1407,-0.04358,1793,-0.03315,358,,0
superbook|all|tau0.02|book,superbook,all,0.02,book,758,-0.06546,-0.07097,,0,-0.06546,758,,0,,0
fanatics|all|tau0.02|pinnacle,fanatics,all,0.02,pinnacle,1562,-0.06547,-0.06864,,0,,0,-0.07775,1215,-0.02248,347
fanduel|high_ge6p5|tau0.04|pinnacle,fanduel,high_ge6p5,0.04,pinnacle,732,-0.06673,-0.07159,-0.07613,213,0.01825,233,-0.13753,201,-0.10868,85
fanatics|mid_5p5|tau0.02|book,fanatics,mid_5p5,0.02,book,433,-0.06737,-0.07123,,0,,0,-0.03929,326,-0.15292,107
betonlineag|high_ge6p5|tau0.04|pinnacle,betonlineag,high_ge6p5,0.04,pinnacle,707,-0.06767,-0.07284,-0.1316,185,0.01988,241,-0.10798,216,-0.07637,65
betmgm|high_ge6p5|tau0.02|book,betmgm,high_ge6p5,0.02,book,991,-0.06812,-0.0736,-0.10509,289,-0.01782,324,-0.09464,258,-0.05788,120
superbook|mid_5p5|tau0.02|pinnacle,superbook,mid_5p5,0.02,pinnacle,199,-0.06825,-0.07331,,0,-0.06825,199,,0,,0
pointsbetus|mid_5p5|tau0.04|pinnacle,pointsbetus,mid_5p5,0.04,pinnacle,352,-0.06828,-0.07219,-0.07466,273,-0.04622,79,,0,,0
draftkings|mid_5p5|tau0.02|pinnacle,draftkings,mid_5p5,0.02,pinnacle,1457,-0.06851,-0.07171,-0.11054,417,-0.04973,470,-0.01828,401,-0.13626,169
betrivers|all|tau0.04|pinnacle,betrivers,all,0.04,pinnacle,1111,-0.06867,-0.07207,-0.12138,357,-0.03742,227,-0.07749,269,-0.01403,258
pinnacle|high_ge6p5|tau0.04|book,pinnacle,high_ge6p5,0.04,book,896,-0.06892,-0.07507,-0.08753,261,-0.01626,296,-0.10479,231,-0.09154,108
majors|mid_5p5|tau0.02|pinnacle,majors,mid_5p5,0.02,pinnacle,5123,-0.06951,-0.07302,-0.10478,1567,-0.06696,1781,-0.01273,1269,-0.11163,506
fanduel|mid_5p5|tau0.02|pinnacle,fanduel,mid_5p5,0.02,pinnacle,1295,-0.06973,-0.07303,-0.09575,350,-0.08543,406,-0.01088,368,-0.10585,171
unibet_us|mid_5p5|tau0.06|book,unibet_us,mid_5p5,0.06,book,287,-0.06981,-0.05214,-0.00969,175,-0.16375,112,,0,,0
williamhill_us|high_ge6p5|tau0.02|pinnacle,williamhill_us,high_ge6p5,0.02,pinnacle,652,-0.07002,-0.07708,-0.11569,297,-0.01463,298,-0.12164,57,,0
superbook|low_le4p5|tau0.04|book,superbook,low_le4p5,0.04,book,345,-0.07013,-0.07538,,0,-0.07013,345,,0,,0
betmgm|high_ge6p5|tau0.06|pinnacle,betmgm,high_ge6p5,0.06,pinnacle,712,-0.07016,-0.0756,-0.13875,200,0.00745,251,-0.07019,199,-0.16297,62
draftkings|high_ge6p5|tau0.02|pinnacle,draftkings,high_ge6p5,0.02,pinnacle,948,-0.07037,-0.07571,-0.10204,301,0.00214,311,-0.12724,236,-0.06631,100
all|high_ge6p5|tau0.04|pinnacle,all,high_ge6p5,0.04,pinnacle,6749,-0.07056,-0.0765,-0.11196,2097,0.00541,2360,-0.11339,1653,-0.10446,639
soft|high_ge6p5|tau0.04|pinnacle,soft,high_ge6p5,0.04,pinnacle,5852,-0.07065,-0.07654,-0.11496,1835,0.00852,2064,-0.11478,1422,-0.10709,531
all|mid_5p5|tau0.02|pinnacle,all,mid_5p5,0.02,pinnacle,11537,-0.07105,-0.07475,-0.09753,3341,-0.06687,3857,-0.02494,3062,-0.125,1277
superbook|high_ge6p5|tau0.02|book,superbook,high_ge6p5,0.02,book,133,-0.0712,-0.07974,,0,-0.0712,133,,0,,0
unibet_us|all|tau0.02|book,unibet_us,all,0.02,book,1891,-0.07152,-0.0663,-0.06295,1263,-0.08877,628,,0,,0
bovada|high_ge6p5|tau0.04|pinnacle,bovada,high_ge6p5,0.04,pinnacle,685,-0.07212,-0.0774,-0.19823,106,1e-05,279,-0.09791,215,-0.08641,85
williamhill_us|mid_5p5|tau0.02|book,williamhill_us,mid_5p5,0.02,book,986,-0.0722,-0.07712,-0.10428,423,-0.05768,475,0.00363,88,,0
barstool|low_le4p5|tau0.06|book,barstool,low_le4p5,0.06,book,372,-0.07223,-0.06347,-0.07223,372,,0,,0,,0
unibet_us|all|tau0.06|pinnacle,unibet_us,all,0.06,pinnacle,375,-0.0725,-0.07819,-0.10104,287,0.02057,88,,0,,0
soft|mid_5p5|tau0.02|pinnacle,soft,mid_5p5,0.02,pinnacle,9994,-0.07255,-0.07634,-0.09524,2920,-0.06643,3379,-0.02956,2626,-0.1355,1069
williamhill_us|all|tau0.02|pinnacle,williamhill_us,all,0.02,pinnacle,3440,-0.07257,-0.07766,-0.10557,1378,-0.05169,1722,-0.04455,340,,0
fanatics|high_ge6p5|tau0.08|pinnacle,fanatics,high_ge6p5,0.08,pinnacle,139,-0.07281,-0.0781,,0,,0,-0.09452,104,-0.00829,35
williamhill_us|mid_5p5|tau0.04|pinnacle,williamhill_us,mid_5p5,0.04,pinnacle,796,-0.07565,-0.08056,-0.13423,345,-0.03332,381,-0.01738,70,,0
fanduel|high_ge6p5|tau0.02|pinnacle,fanduel,high_ge6p5,0.02,pinnacle,817,-0.07585,-0.08139,-0.0956,251,0.00824,251,-0.13949,221,-0.09804,94
majors|high_ge6p5|tau0.02|pinnacle,majors,high_ge6p5,0.02,pinnacle,3334,-0.07593,-0.08207,-0.10769,1128,-0.00555,1166,-0.12422,761,-0.10992,279
unibet_us|low_le4p5|tau0.02|pinnacle,unibet_us,low_le4p5,0.02,pinnacle,298,-0.0764,-0.0817,-0.08991,238,-0.02282,60,,0,,0
betrivers|mid_5p5|tau0.06|book,betrivers,mid_5p5,0.06,book,750,-0.07662,-0.05819,-0.01532,176,-0.11658,276,-0.06175,192,-0.10125,106
betmgm|high_ge6p5|tau0.04|pinnacle,betmgm,high_ge6p5,0.04,pinnacle,824,-0.07671,-0.0827,-0.099,239,0.00113,285,-0.10815,225,-0.20713,75
mybookieag|mid_5p5|tau0.06|book,mybookieag,mid_5p5,0.06,book,718,-0.07771,-0.08262,-0.05788,208,-0.04746,290,-0.05135,139,-0.28212,81
betrivers|mid_5p5|tau0.04|book,betrivers,mid_5p5,0.04,book,950,-0.07797,-0.05862,0.03821,226,-0.12364,352,-0.09661,239,-0.12101,133
mybookieag|mid_5p5|tau0.08|book,mybookieag,mid_5p5,0.08,book,581,-0.07822,-0.08289,-0.04204,162,-0.08051,240,-0.00716,113,-0.28037,66
pointsbetus|high_ge6p5|tau0.08|pinnacle,pointsbetus,high_ge6p5,0.08,pinnacle,193,-0.07832,-0.08546,-0.14666,144,0.12251,49,,0,,0
unibet_us|low_le4p5|tau0.04|pinnacle,unibet_us,low_le4p5,0.04,pinnacle,243,-0.07867,-0.08394,-0.08981,194,-0.03456,49,,0,,0
pointsbetus|high_ge6p5|tau0.04|pinnacle,pointsbetus,high_ge6p5,0.04,pinnacle,255,-0.0795,-0.08661,-0.10981,198,0.02578,57,,0,,0
mybookieag|all|tau0.02|pinnacle,mybookieag,all,0.02,pinnacle,3639,-0.0798,-0.08476,-0.09721,1003,-0.07291,1343,-0.08486,935,-0.04367,358
superbook|low_le4p5|tau0.02|book,superbook,low_le4p5,0.02,book,419,-0.0801,-0.08604,,0,-0.0801,419,,0,,0
pinnacle|high_ge6p5|tau0.02|book,pinnacle,high_ge6p5,0.02,book,996,-0.08017,-0.08726,-0.10353,305,-0.03581,318,-0.10778,253,-0.08007,120
superbook|low_le4p5|tau0.06|pinnacle,superbook,low_le4p5,0.06,pinnacle,270,-0.08083,-0.08667,,0,-0.08083,270,,0,,0
pointsbetus|mid_5p5|tau0.02|pinnacle,pointsbetus,mid_5p5,0.02,pinnacle,416,-0.081,-0.08612,-0.0806,326,-0.08246,90,,0,,0
betrivers|all|tau0.02|pinnacle,betrivers,all,0.02,pinnacle,1335,-0.08176,-0.08618,-0.13107,432,-0.06292,274,-0.11607,324,0.00758,305
mybookieag|mid_5p5|tau0.08|pinnacle,mybookieag,mid_5p5,0.08,pinnacle,517,-0.08216,-0.08701,-0.04099,143,-0.09094,217,-0.0159,101,-0.27274,56
betonlineag|high_ge6p5|tau0.02|pinnacle,betonlineag,high_ge6p5,0.02,pinnacle,784,-0.08225,-0.08859,-0.15255,214,0.00472,259,-0.12129,236,-0.05916,75
bovada|high_ge6p5|tau0.02|pinnacle,bovada,high_ge6p5,0.02,pinnacle,745,-0.0823,-0.08832,-0.21756,116,-0.01385,299,-0.1051,236,-0.0759,94
mybookieag|mid_5p5|tau0.02|book,mybookieag,mid_5p5,0.02,book,1089,-0.08295,-0.08859,-0.08578,323,-0.06195,409,-0.02396,237,-0.26343,120
mybookieag|high_ge6p5|tau0.02|pinnacle,mybookieag,high_ge6p5,0.02,pinnacle,624,-0.08324,-0.09073,-0.13883,217,-0.01515,228,-0.11121,124,-0.08309,55
mybookieag|mid_5p5|tau0.04|book,mybookieag,mid_5p5,0.04,book,910,-0.08355,-0.08881,-0.118,265,-0.03452,355,-0.02308,193,-0.28917,97
fanatics|high_ge6p5|tau0.06|pinnacle,fanatics,high_ge6p5,0.06,pinnacle,166,-0.08365,-0.09022,,0,,0,-0.09028,127,-0.06207,39
unibet_us|mid_5p5|tau0.02|book,unibet_us,mid_5p5,0.02,book,441,-0.08384,-0.06411,-0.00362,277,-0.21932,164,,0,,0
unibet_us|mid_5p5|tau0.04|pinnacle,unibet_us,mid_5p5,0.04,pinnacle,108,-0.08421,-0.08732,-0.10936,86,0.01412,22,,0,,0
superbook|mid_5p5|tau0.1|book,superbook,mid_5p5,0.1,book,98,-0.08444,-0.09055,,0,-0.08444,98,,0,,0
all|high_ge6p5|tau0.02|pinnacle,all,high_ge6p5,0.02,pinnacle,7501,-0.08549,-0.0927,-0.13412,2443,-0.01212,2525,-0.12158,1815,-0.08676,718
betmgm|high_ge6p5|tau0.02|pinnacle,betmgm,high_ge6p5,0.02,pinnacle,917,-0.08594,-0.09262,-0.11614,279,-0.01583,306,-0.10826,247,-0.17436,85
soft|high_ge6p5|tau0.02|pinnacle,soft,high_ge6p5,0.02,pinnacle,6504,-0.08616,-0.09337,-0.13808,2137,-0.00871,2207,-0.12382,1562,-0.08811,598
superbook|all|tau0.02|pinnacle,superbook,all,0.02,pinnacle,729,-0.08744,-0.09474,,0,-0.08744,729,,0,,0
williamhill_us|mid_5p5|tau0.02|pinnacle,williamhill_us,mid_5p5,0.02,pinnacle,949,-0.09027,-0.09641,-0.13113,414,-0.06559,453,-0.0203,82,,0
betrivers|mid_5p5|tau0.04|pinnacle,betrivers,mid_5p5,0.04,pinnacle,245,-0.0919,-0.09621,-0.1196,87,-0.03031,37,-0.11549,54,-0.07093,67
unibet_us|all|tau0.04|pinnacle,unibet_us,all,0.04,pinnacle,456,-0.09273,-0.0996,-0.11889,356,0.00039,100,,0,,0
superbook|low_le4p5|tau0.04|pinnacle,superbook,low_le4p5,0.04,pinnacle,327,-0.09427,-0.10168,,0,-0.09427,327,,0,,0
pointsbetus|high_ge6p5|tau0.02|pinnacle,pointsbetus,high_ge6p5,0.02,pinnacle,288,-0.09622,-0.1048,-0.13022,230,0.0386,58,,0,,0
pointsbetus|high_ge6p5|tau0.06|pinnacle,pointsbetus,high_ge6p5,0.06,pinnacle,224,-0.09901,-0.10791,-0.15676,170,0.08277,54,,0,,0
mybookieag|mid_5p5|tau0.06|pinnacle,mybookieag,mid_5p5,0.06,pinnacle,674,-0.09902,-0.10523,-0.09723,203,-0.07818,265,-0.02639,134,-0.31594,72
unibet_us|mid_5p5|tau0.02|pinnacle,unibet_us,mid_5p5,0.02,pinnacle,132,-0.09954,-0.10422,-0.10663,104,-0.07323,28,,0,,0
fanatics|mid_5p5|tau0.02|pinnacle,fanatics,mid_5p5,0.02,pinnacle,377,-0.10173,-0.10773,,0,,0,-0.09436,286,-0.12489,91
betrivers|mid_5p5|tau0.02|book,betrivers,mid_5p5,0.02,book,1174,-0.10361,-0.08055,-0.00321,277,-0.1679,429,-0.08309,298,-0.14094,170
betrivers|high_ge6p5|tau0.06|pinnacle,betrivers,high_ge6p5,0.06,pinnacle,165,-0.10379,-0.11427,-0.244,66,-0.05206,35,-0.10803,35,0.15798,29
unibet_us|low_le4p5|tau0.02|book,unibet_us,low_le4p5,0.02,book,800,-0.10432,-0.09596,-0.11263,548,-0.08626,252,,0,,0
barstool|low_le4p5|tau0.04|book,barstool,low_le4p5,0.04,book,482,-0.1056,-0.09705,-0.1056,482,,0,,0,,0
unibet_us|all|tau0.02|pinnacle,unibet_us,all,0.02,pinnacle,550,-0.10836,-0.11665,-0.12901,431,-0.03359,119,,0,,0
mybookieag|mid_5p5|tau0.04|pinnacle,mybookieag,mid_5p5,0.04,pinnacle,820,-0.11058,-0.11776,-0.13544,255,-0.08596,306,-0.03635,175,-0.27948,84
unibet_us|high_ge6p5|tau0.1|pinnacle,unibet_us,high_ge6p5,0.1,pinnacle,60,-0.1111,-0.1272,-0.19166,39,0.0385,21,,0,,0
barstool|low_le4p5|tau0.02|book,barstool,low_le4p5,0.02,book,583,-0.11295,-0.10551,-0.11295,583,,0,,0,,0
superbook|low_le4p5|tau0.02|pinnacle,superbook,low_le4p5,0.02,pinnacle,412,-0.11367,-0.12228,,0,-0.11367,412,,0,,0
betrivers|high_ge6p5|tau0.04|pinnacle,betrivers,high_ge6p5,0.04,pinnacle,197,-0.11889,-0.13027,-0.2041,76,-0.03775,45,-0.13574,40,-0.02171,36
betrivers|mid_5p5|tau0.02|pinnacle,betrivers,mid_5p5,0.02,pinnacle,289,-0.12216,-0.12867,-0.11536,105,-0.09868,46,-0.21286,63,-0.06988,75
mybookieag|mid_5p5|tau0.02|pinnacle,mybookieag,mid_5p5,0.02,pinnacle,978,-0.12341,-0.13189,-0.12899,304,-0.10273,356,-0.09276,218,-0.24684,100
barstool|all|tau0.1|pinnacle,barstool,all,0.1,pinnacle,106,-0.12376,-0.13164,-0.12376,106,,0,,0,,0
unibet_us|high_ge6p5|tau0.08|pinnacle,unibet_us,high_ge6p5,0.08,pinnacle,75,-0.12433,-0.14166,-0.23414,51,0.10902,24,,0,,0
barstool|all|tau0.08|pinnacle,barstool,all,0.08,pinnacle,135,-0.12987,-0.13779,-0.12987,135,,0,,0,,0
unibet_us|high_ge6p5|tau0.04|pinnacle,unibet_us,high_ge6p5,0.04,pinnacle,105,-0.13405,-0.15089,-0.20391,76,0.04904,29,,0,,0
barstool|low_le4p5|tau0.1|pinnacle,barstool,low_le4p5,0.1,pinnacle,59,-0.1384,-0.14517,-0.1384,59,,0,,0,,0
fanatics|high_ge6p5|tau0.04|pinnacle,fanatics,high_ge6p5,0.04,pinnacle,191,-0.14001,-0.15203,,0,,0,-0.14865,144,-0.11355,47
barstool|all|tau0.06|pinnacle,barstool,all,0.06,pinnacle,180,-0.14045,-0.15098,-0.14045,180,,0,,0,,0
barstool|all|tau0.04|pinnacle,barstool,all,0.04,pinnacle,223,-0.14153,-0.15235,-0.14153,223,,0,,0,,0
unibet_us|high_ge6p5|tau0.06|pinnacle,unibet_us,high_ge6p5,0.06,pinnacle,91,-0.14201,-0.16107,-0.24386,66,0.12688,25,,0,,0
barstool|all|tau0.02|pinnacle,barstool,all,0.02,pinnacle,274,-0.14347,-0.1551,-0.14347,274,,0,,0,,0
fanatics|high_ge6p5|tau0.02|pinnacle,fanatics,high_ge6p5,0.02,pinnacle,215,-0.14596,-0.15927,,0,,0,-0.16222,159,-0.09978,56
barstool|low_le4p5|tau0.06|pinnacle,barstool,low_le4p5,0.06,pinnacle,99,-0.14651,-0.15787,-0.14651,99,,0,,0,,0
betrivers|high_ge6p5|tau0.02|pinnacle,betrivers,high_ge6p5,0.02,pinnacle,222,-0.15307,-0.16805,-0.25988,89,-0.09789,48,-0.12745,46,-0.00745,39
barstool|low_le4p5|tau0.08|pinnacle,barstool,low_le4p5,0.08,pinnacle,76,-0.16271,-0.17232,-0.16271,76,,0,,0,,0
barstool|high_ge6p5|tau0.04|pinnacle,barstool,high_ge6p5,0.04,pinnacle,47,-0.16711,-0.18373,-0.16711,47,,0,,0,,0
barstool|high_ge6p5|tau0.02|pinnacle,barstool,high_ge6p5,0.02,pinnacle,54,-0.17405,-0.19126,-0.17405,54,,0,,0,,0
barstool|high_ge6p5|tau0.1|pinnacle,barstool,high_ge6p5,0.1,pinnacle,24,-0.18254,-0.19884,-0.18254,24,,0,,0,,0
barstool|low_le4p5|tau0.04|pinnacle,barstool,low_le4p5,0.04,pinnacle,122,-0.18339,-0.19768,-0.18339,122,,0,,0,,0
barstool|high_ge6p5|tau0.08|pinnacle,barstool,high_ge6p5,0.08,pinnacle,31,-0.19077,-0.20804,-0.19077,31,,0,,0,,0
barstool|low_le4p5|tau0.02|pinnacle,barstool,low_le4p5,0.02,pinnacle,152,-0.19234,-0.20902,-0.19234,152,,0,,0,,0
unibet_us|high_ge6p5|tau0.02|pinnacle,unibet_us,high_ge6p5,0.02,pinnacle,120,-0.19744,-0.22301,-0.25972,89,-0.01864,31,,0,,0
barstool|high_ge6p5|tau0.06|pinnacle,barstool,high_ge6p5,0.06,pinnacle,42,-0.23085,-0.25326,-0.23085,42,,0,,0,,0
